Product_Name,Selling Price,MRP,Items Bought Last Month,Ratings
"Panasonic 6 Kg 5 Star Fully-Automatic Top Load Washing Machine ( NA-F60LF1HRB, Grey, Durable Metal Body, 8 Wash Program, Aquabeat wash technology, One touch smart wash, 2022 model)","₹13,490","20,000",400+ bought in past month,"4.3 out of 5 stars 7,438"
"Samsung 7 kg, 5 Star, AI Control, Wi-Fi, Digital Inverter, Motor, Fully-Automatic Front Load Washing Machine (WW70T502NAN1TL, Hygiene Steam, Inox)","₹32,490","48,500",300+ bought in past month,"4.4 out of 5 stars 1,243"
"Samsung 6.5 kg, 5 star, Semi-Automatic Washing Machine (WT65R2200LL/TL, Air Turbo Drying, LIGHT GRAY)","₹9,990","12,500",400+ bought in past month,4.0 out of 5 stars 877
"Panasonic 8 Kg Wifi Built-In Heater Fully-Automatic Top Load Smart Washing Machine (NA-F80AH1CRB,Charcoal Inox Grey, Compatible with Alexa, 15 Wash Program)","₹26,490","37,500",,3.8 out of 5 stars 14
"Acer 7.5 Kg Halo Wash Series Fully-Automatic Top Load Washing Machine (AiSense, HelixFlow Pulsator, Pro-Foam Tub, 5 Star Energy Rating, CareTec Wash, AR75FATLP1GT, 2023 Model, Grey)","₹14,999","35,999",,3.7 out of 5 stars 14
"Panasonic 7 Kg Wifi  Fully-Automatic Top Loading Smart Washing Machine (NA-F70A10LRB, Silver, Compatible with Alexa)","₹21,690","29,500",,4.4 out of 5 stars 131
White Westinghouse 7 kg Fully Automatic Top Loading Washing Machine (HDT7000S/GREY/2023),"₹10,999","16,999",1K+ bought in past month,"4.1 out of 5 stars 12,621"
White Westinghouse 7 kg Fully Automatic Top Loading Washing Machine (HDT7000S/GREY/2023),"₹10,999","16,999",,
"Whirlpool 7 Kg 5 Star Royal Fully-Automatic Top Loading Washing Machine (WHITEMAGIC ROYAL 7.0 GENX, Grey, Hard Water Wash, ZPF Technology)","₹14,850","18,950",1K+ bought in past month,"4.1 out of 5 stars 12,621"
White Westinghouse 8.5 kg Fully Automatic Top Loading Washing Machine (HDT8500S/GREY/2023),"₹12,999","18,999",,
"LG 8.5 kg 5 Star Semi-Automatic Top Load Washing Machine (P8530SRAZ, Burgundy, Roller Jet Pulsator)","₹14,490","19,990",300+ bought in past month,"4.3 out of 5 stars 3,596"
"LG 6.5 Kg 5 Star Inverter Direct Drive Fully Automatic Front Load Washing Machine Appliance (FHM1065SDW, Steam Wash, In-Built Heater, Touch Panel, White)","₹24,990","37,990",300+ bought in past month,4.4 out of 5 stars 781
Whirlpool 7.0 Kg 5 Star Ace Supreme Semi-Automatic Top Loading Washing Machine  (ACE SUPREME RYL SRS 7.0 GREY DAZZLE (5YR),"₹9,990","13,550",100+ bought in past month,"4.2 out of 5 stars 10,573"
"LG 9 Kg 5 Star Wi-Fi Inverter AI Direct Drive Fully-Automatic Front Load Washing Machine with In-Built Heater (FHP1209Z5M, 6 Motion DD & Steam for Hygiene Wash, Middle Black)","₹39,990","56,990",300+ bought in past month,4.4 out of 5 stars 234
"Haier 6 Kg Fully Automatic Washing Machine with Oceanus Wave Drum, Magic Filter, Balance clean Pulsator, 8 Wash Program (HWM60-AE, Titanium)","₹12,690","22,900",300+ bought in past month,"4.2 out of 5 stars 1,039"
"ROMINO Latest Mini Washing Machine Portable Folding Washing Machine Bucket Washer Mobile Foldable Washing & Spin Dry for Camping,Travel, Lightweight and Easy to Carry - 0.8kg","₹2,899","9,999",200+ bought in past month,4.4 out of 5 stars 154
"LG 8 Kg 5 Star Inverter Direct Drive Touch Panel Fully Automatic Front Load Washing Machine (FHM1408BDM, Steam for Hygiene, In-Built Heater, 6 Motion DD, Middle Black)","₹34,990","47,990",300+ bought in past month,4.2 out of 5 stars 491
"Voltas Beko 7Kg Semi Automatic Top Loading Washing Machine (WTT70DLIM,Burgundy)","₹8,575","12,490",,3.9 out of 5 stars 749
