Product_Name,Selling Price,MRP,Items Bought Last Month,Ratings,Numeric_Ratings,Total Ratings,Brand,Offer%
"Slate S3 Tablet 1GB RAM, 8GB ROM, 7 inch, 3G Calling, Dual SIM Slot, GPS, Bluetooth, QuadCore (Black)",3749.0,6990.0,100,5.0 out of 5 stars 3,5.0,3,Amazon (Kindle Fire),46.37
Aljoint Tablet 60 tab.,315.0,0.0,100,4.0 out of 5 stars 117,4.0,117,Amazon (Kindle Fire),0.0
"C31 (Royal Blue, 64 GB) (4 GB RAM)",7250.0,11999.0,100,3.9 out of 5 stars 522,3.9,522,Sony (Xperia Tablet),39.58
Divya Livamrit Advance 60 Tablet and Livogrit 60 Tablet,480.0,480.0,100,3.9 out of 5 stars 16,3.9,16,Xiaomi (Mi Pad),0.0
"Sri Sri Tattva Pylmukti Tablet 500mg, 100 Tabs",385.0,0.0,100,3.9 out of 5 stars 41,3.9,41,Google (Pixel Slate),0.0
"Tab Yoga 11 (11 inches/ 27.94 cm, 4GB, 128GB,Wi-Fi+ LTE), Storm Grey",21499.0,36000.0,100,4.5 out of 5 stars 566,4.5,566,Lenovo (Tab series),40.28
"Tab K10 FHD|10.3 Inch (26.16 cm) |4 GB RAM, 64 GB ROM Expandable| Wi-Fi + 4G LTE |Full HD Display |Dual Speaker with Dolby Audio|Color: Abyss Blue (ZA8R0022IN)",16999.0,35000.0,100,4.2 out of 5 stars 924,4.2,924,Amazon (Kindle Fire),51.43
"Slate SLP9 10.1-Inch LCD, Octa Core Tablet PC, Dual SIM 4G + WiFi, LTE, Volte Calling, IPS LCD, 4GB RAM, 64GB Inbuilt Storage, 512 GB Expandable Storage, GPS, Bluetooth-(Grey)",10439.0,29990.0,100,4.8 out of 5 stars 7,4.8,7,Google (Pixel Slate),65.19
CHANDRAPRABHA VATI 80 TABLET_ PACK OF 2,235.0,0.0,100,3.7 out of 5 stars 29,3.7,29,ASUS (ZenPad),0.0
"N9 3G Calling Tablet (2GB RAM, 16GB Storage) (Black)",3990.0,5999.0,100,3.7 out of 5 stars 67,3.7,67,Sony (Xperia Tablet),33.49
"(Refurbished) Lenovo Tab M10 FHD 3rd Gen (10.1 inch (25.65 cm), 4 GB, 64 GB, Wi-Fi), Storm Grey",19999.0,0.0,100,3.5 out of 5 stars 5,3.5,5,Sony (Xperia Tablet),0.0
"(Refurbished) Lenovo Yoga Smart Wi-Fi & 4G LTE Tablet with The Google Assistant - 25.65 cm, 10.1 inches,",13490.0,35500.0,100,3.6 out of 5 stars 29,3.6,29,ASUS (ZenPad),62.0
"N2 Calling Tablet (512MB RAM, 4GB Storage, Dual Sim, 3G) (Black)",3499.0,4999.0,100,3.7 out of 5 stars 67,3.7,67,Apple (iPad),30.01
Vimfix Tablet,675.0,675.0,100,3.2 out of 5 stars 25,3.2,25,Amazon (Kindle Fire),0.0
Jaundex (120 Tablet) (pack of 2),464.0,0.0,100,4.1 out of 5 stars 12,4.1,12,Sony (Xperia Tablet),0.0
"(Refurbished) Samsung Galaxy Tab S6 Lite 26.31 cm (10.4 inch), S-Pen in Box, Slim and Light, Dolby Atmos Sound, 4 GB RAM, 64 GB ROM, Wi-Fi Tablet, Gray",18699.15,21999.0,100,3.4 out of 5 stars 38,3.4,38,Microsoft (Surface),15.0
"Galaxy Tab S8+ 31.49 cm (12.4 inch) sAMOLED Display, RAM 8 GB, ROM 128 GB Expandable, S Pen in-Box, Wi-Fi Tablet, Pink Gold",74999.0,85999.0,100,4.4 out of 5 stars 206,4.4,206,Sony (Xperia Tablet),12.79
"One 10 T9-1212L 25.65 cm (10.1"") Tablet with 6GB RAM and 128GB ROM, IPS Panel Display, Dual-Camera, Slim Metal Body, Wi-Fi + 4G LTE(Calling), Android 12 Gray",16990.0,32990.0,100,3.0 out of 5 stars 20,3.0,20,Lenovo (Tab series),48.5
"Nirocil Tablet, Multicolour, 30 Count, Pack of 2",348.0,348.0,100,4.3 out of 5 stars 23,4.3,23,Amazon (Kindle Fire),0.0
G32 Tablet,130.0,0.0,100,4.3 out of 5 stars 26,4.3,26,Amazon (Kindle Fire),0.0
