Product_Name,Selling Price,MRP,Items Bought Last Month,Ratings
Mens 9383 Formal Shoes,₹569,"1,799",,"3.7 out of 5 stars 6,667"
Men's Ss0485g Sandal,₹734,"1,099",200+ bought in past month,"4.1 out of 5 stars 3,020"
Mens Throb M Running Shoe,"₹1,451","3,299",50+ bought in past month,"4.0 out of 5 stars 3,112"
Mens Boss-victorUniform Dress Shoe,₹610,799,100+ bought in past month,"3.9 out of 5 stars 1,050"
Mens Roger-e Sneaker,₹859,"1,799",100+ bought in past month,3.6 out of 5 stars 147
EVK1129G Men Stylish Lightweight Water Resistant Flipflops | Comfortable with Anti Skid Soles | Casual & Trendy Slippers | Indoor & Outdoor,₹377,599,100+ bought in past month,"4.1 out of 5 stars 33,258"
Men's Leather Casual Shoes,"₹2,157","3,595",100+ bought in past month,"4.0 out of 5 stars 3,825"
Men's Adiglide M Running Shoe,"₹1,479","3,299",50+ bought in past month,4.1 out of 5 stars 680
Unisex Adult Navy/Pepper LiteRide 360 Clog 206708-4CC-M6W8,"₹2,699","6,495",,4.5 out of 5 stars 41
Men Robert-2 Black Formal Oxford Shoes-8 UK(42 EU),₹747,"2,499",50+ bought in past month,3.5 out of 5 stars 20
Mens Cloud ECasual,"₹1,021","1,799",100+ bought in past month,4.1 out of 5 stars 23
Men's Boss-Grass Sneaker,₹879,"1,599",100+ bought in past month,"3.7 out of 5 stars 3,605"
Men's Classic Clog - Stylish and Supportive Slip-On for Everyday Comfort (LPMXT-811),₹415,"1,299",100+ bought in past month,3.5 out of 5 stars 6
Mens Sm 648sports Running Shoes,₹769,"1,099",100+ bought in past month,"4.1 out of 5 stars 6,208"
FEORA Anti Wrinkle Shoes Flod Protectors Shoe Sole Guard Sneaker Shaper Shoes Safeguard Toe Guard for shoes Sneaker Wrinkle Preventor Toe Box Defloder Casual Shoes Safer from wrinkle - (Male (Large)),₹138,199,,4.0 out of 5 stars 101
Men's Classic Casual Clogs/Sandals with Adjustable Back Strap for Adult | Comfortable & Light Weight | Stylish & Anti-Skid | Waterproof & Everyday Use Mules for Gents/Boys D-501,₹649,"1,799",,"4.2 out of 5 stars 1,820"
Mens MaxUniform Dress Shoe,"₹1,299",,200+ bought in past month,3.8 out of 5 stars 269
